internship_title,company_name,location,start_date,duration,stipend
Social Media Marketing,Mindward Centre For Psychological Wellbeing & Research,Delhi,Immediately,2 Weeks,"₹ 5,000 /month"
Lead Generation,Izing Luxury OPC Private Limited,Work From Home,Immediately,2 Weeks,"₹ 6,000 /month +  Incentives"
Graphic Design,Venacava Designs,Noida,Immediately,2 Weeks,"₹ 8,000 /month"
Human Resources (HR),Good Life Placements (GLP) Private Limited,Work From Home,Immediately,2 Weeks,"₹ 2,000 /month"
Founder' Office,Agrify Organic Solutions Private Limited,Mumbai,Immediately,2 Weeks,"₹ 10,000 /month"
International Business Development,Amirah Technologies,Work From Home,Immediately,2 Weeks,"₹ 2,000 /month +  Incentives"
Placement Executive,Digital Dojo Training Academy,Mumbai,Not specified,2 Weeks,"₹ 8,000 /month"
Academic Counseling,Digital Dojo OPC Private Limited,Mumbai,Not specified,2 Weeks,"₹ 8,000 /month"
WordPress Development,Dacby,Work From Home,Immediately,2 Weeks,"₹ 5,000 /month"
Jounalism,Business Upturn,Work From Home,Immediately,2 Weeks,"₹ 1,000 /month"
Project Management Trainee,Focelite Goodness India Private Limited,Bangalore,Immediately,2 Weeks,"₹ 5,000 /month"
Sales And Marketing,Beyond Imagination Technologies Private Limited,Work From Home,Immediately,2 Weeks,"₹ 5,000 /month"
Accounts,GoQuest Media Ventures Private Limited,Mumbai,Immediately,2 Weeks,"₹ 10,000 /month"
Full Stack Development,"MAAI Inc (San Francisco, United States)",Work From Home,Immediately,2 Weeks,"₹ 80,000 /month"
Graphic Design,AuroIN India Limited,Bhubaneswar,Immediately,2 Weeks,"₹ 8,000 /month"
Maths Teacher For British Curriculum AQA/Edexcel/Cambridge And IB,Vega Visionary,Work From Home,Immediately,6 Months,"₹ 10,000-20,000 /month"
Community Management (Dumsharas Game),FRND,Work From Home,Immediately,6 Months,"₹ 7,000 /month +  Incentives"
Online Game Hosting,FRND,Work From Home,Immediately,6 Months,"₹ 5,000-24,000 /month"
Sales,Futurism Technologies Pvt.Ltd,Pune,Immediately,6 Months,"₹ 8,000 /month"
Marketing,Shipgram LLP,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month"
Human Resources (HR),Tradexa Technologies Private Limited,Pune,Immediately,6 Months,"₹ 10,000-12,000 /month"
Corporate Sales,Dirums Collective Private Limited,Delhi,Immediately,6 Months,"₹ 5,000 /month +  Incentives"
Graphic Design,Raga On The Ganges,Delhi,Immediately,6 Months,"₹ 8,000 /month"
Graphic Design & Video Editing,StarShield Technologies Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Digital Marketing,ABP EVentures Private Limited,Kolkata,Immediately,6 Months,"₹ 15,000 /month"
AI Prompting,Quizzy,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Full Stack Development - MERN (React + Node),MeeTri,Noida,Immediately,6 Months,"₹ 5,000 /month"
Telecalling,Matrix Acres,Noida,Immediately,6 Months,"₹ 15,000 /month"
Content Writing,Assetrak Solutions Private Limited,Pune,Immediately,6 Months,"₹ 5,000 /month"
Fashion Design,Kaalakaree By Puja Goenka,Kolkata,Immediately,6 Months,"₹ 3,000 /month"
Recruitment,BZ Consultant,Work From Home,Immediately,6 Months,"₹ 7,000 lump sum"
Recruitment,RightFit Solution,Mumbai,Immediately,6 Months,"₹ 5,000 /month"
Graphic Design,Creuto Cloud Private Limited,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Algorithmic Trading Infrastructure Development,Mudraksh And McShaw Advisory,Noida,Immediately,6 Months,"₹ 6,000-10,000 /month"
E-Commerce Catalog Management,BUMSONTHESADDLE,Bangalore,Immediately,6 Months,"₹ 6,000 /month"
Content Writing,SKAYKA PRIVATE LIMITED,Pune,Immediately,6 Months,"₹ 5,000-10,000 /month"
Content Writing,Palmonas,Pune,Immediately,6 Months,"₹ 8,000 /month"
Business Development (IT Sales),Quazma Techno Solutions,Indore,Immediately,6 Months,"₹ 3,000-5,000 /month"
Graphic Design,Kynseo,Work From Home,Immediately,6 Months,"₹ 2,000-2,500 /month"
Sales And Marketing,Curl Cure,Thane,Immediately,6 Months,"₹ 10,000 /month"
Video Making/Editing,Second Brain,Work From Home,Immediately,6 Months,"₹ 2,000-3,500 /month"
Digital Marketing,The Marriage Fit,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month"
Sales,Soch Design Studio,Mumbai,Immediately,6 Months,"₹ 8,000 /month +  Incentives"
Human Resources (HR),Companify India Private Limited,Delhi,Immediately,6 Months,"₹ 4,000 /month"
Videography,Design Madari,Mumbai,Immediately,6 Months,"₹ 5,000-12,000 /month"
Business & Market Research,CAS Learning & Tech,Work From Home,Immediately,6 Months,"₹ 2,000-5,000 /month"
Sales,Novel Nuggets Publishers,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Content Writing,Business Outreach Magazine,Work From Home,Immediately,6 Months,"₹ 3,000 /month"
3D Texturing Artist,Wabbitfree,Work From Home,Immediately,6 Months,"₹ 10,000-15,000 /month"
Marketing,CodeZaZa Digital And Software Solutions,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Subject Matter Expert (SME) - Chemistry,Shruti Parmar,Work From Home,Immediately,6 Months,"₹ 10,000-35,000 /month"
Software Sales,WeAnalyz Technologies Private Limited,Bangalore,Immediately,6 Months,"₹ 10,000 /month"
Business Development (Sales),Harsh Caterers And Event Planners,Nagpur,Immediately,6 Months,"₹ 2,000-10,000 /month"
Flutter Flow Development,Srestham Educational Trust,Work From Home,Immediately,6 Months,Unpaid
Event Management- Expo Attending,Surpluss,Ahmedabad,Immediately,6 Months,"₹ 2,000-3,000 /month"
PCB Design,NHANZ Systems Private Limited,Bangalore,Immediately,6 Months,"₹ 10,000 /month"
Python Web Scraping,Nimbus Maps,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Zoho Development,Pearl Enterprise,Work From Home,Immediately,6 Months,"₹ 3,500 /month"
Digital Marketing ( LinkedIn Marketing),Radiant Techlearning,Work From Home,Immediately,6 Months,"₹ 1,500 /month"
Graphic Design,Infokey Technology Private Limited,Delhi,Immediately,6 Months,"₹ 5,000 /month"
Data Entry,ZealousWeb,Ahmedabad,Immediately,6 Months,"₹ 4,500 /week"
Business Development (Sales),SkillConnekt,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Illustration,ReleaseMyAd,Kolkata,Immediately,6 Months,"₹ 15,000 /month"
Cyber Security,Juana Technologies,Delhi,Immediately,6 Months,"₹ 10,000 /month"
Culinary Expert,Alippo,Work From Home,Immediately,6 Months,"₹ 15,000-25,000 /month"
Field Sales,R Biopharm Neugen Private Limited,Hyderabad,Immediately,6 Months,"₹ 10,000 /month"
Customer Support- (English & Bengali),Aapka Painter,Work From Home,Immediately,6 Months,"₹ 11,000 /month"
Python Development,Vibtree Inc.,Bangalore,Immediately,6 Months,"₹ 10,000 /month"
Business Development (Sales),Vrindavan School Of Learning Educational Society,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Graphic Design & Social Media Management,The Indian Antique CM,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Virtual Assistance,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 3,000 /month"
Journalism,IHW Council,Delhi,Immediately,6 Months,Unpaid
Video Post-Production,Pereyan LLP,Bangalore,Immediately,6 Months,"₹ 8,000-15,000 /month"
Subject Matter Expert (SME) - Verbal Ability,Careers360,Work From Home,Immediately,6 Months,"₹ 15,000 /month"
Content Writing,Flymedia Technology,Ludhiana,Immediately,6 Months,"₹ 10,000-15,000 /month"
Social Media Marketing And Handling,Chimaya,Work From Home,Immediately,6 Months,"₹ 1,000-5,000 /month"
Graphic Design,Sunny Chouhan,Work From Home,Immediately,6 Months,"₹ 6,000 /month"
Early Childhood Development,Pereyan LLP,Bangalore,Immediately,6 Months,"₹ 8,000-15,000 /month"
Educational Counseling,Analytics Training Hub,Delhi,Immediately,6 Months,"₹ 8,000-12,000 /month"
Social Media Management,Trivenco Solutions,Delhi,Immediately,6 Months,"₹ 10,000 /month"
Baby Photography,Pereyan LLP,Bangalore,Immediately,6 Months,"₹ 5,000-15,000 /month"
Call Center (English),Mathons,Work From Home,Immediately,6 Months,"₹ 8,000-12,000 /month"
Health Insurance,RK & Co,Work From Home,Immediately,6 Months,"₹ 2,500 /month"
Artificial Intelligence (AI),SecqurAIse Technologies Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Business Development (Sales),Third Eye Blind Productions,Mumbai,Immediately,6 Months,"₹ 5,000 /month"
Script Writing,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Front End Engineering (Mobile & Web App Development),Flurn,Bangalore,Immediately,6 Months,"₹ 20,000 /month"
App Development,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 3,000 /month"
Talent Executive,Jyotirgamay Solutions Private Limited,Pune,Immediately,6 Months,"₹ 2,000 /month +  Incentives"
Graphic Design (Photoshop),Unimonks,Delhi,Immediately,6 Months,"₹ 7,000-16,000 /month"
Digital Marketing And Lead Generation,YummJoy Ventures Private Limited,Work From Home,Immediately,6 Months,"₹ 3,000 /month"
Human Resources (HR),HR Association India,Gurgaon,Immediately,6 Months,"₹ 8,000-12,000 /month"
Creative Design,Puniya Consultants,Work From Home,Immediately,6 Months,"₹ 2,000 /month"
Graphic Design,Travel Cosmic,Mumbai,Immediately,6 Months,"₹ 5,000-15,000 /month"
Social Media Marketing,Marque Berry,Work From Home,Immediately,6 Months,"₹ 2,000 /month"
Business Development (Sales),Skillcept Online,Work From Home,Immediately,2 Months,"₹ 5,000-12,000 /month"
Modeling Management,Be 1 Scouting & Production,Gurgaon,Immediately,2 Months,"₹ 15,000-20,000 /month"
Email Marketing Expert,Nirav Jagad,Surat,Immediately,2 Months,"₹ 6,000 /month"
Social Media Marketing,Vibes Verse,Work From Home,Immediately,2 Months,"₹ 1,000 /month"
Content Writing,LanguageNoBar,Noida,Immediately,2 Months,"₹ 10,000-15,000 /month"
E-Commerce Catalog Management,GetZget,Mumbai,Immediately,2 Months,"₹ 5,000 /month"
Sales,Iyer Marketing,Work From Home,Immediately,2 Months,"₹ 3,500 /month +  Incentives"
Academic Writing (Technical),Helpworx Technology Private Limited,Kolkata,Immediately,2 Months,"₹ 15,000 /month"
Hindi Dubbing Voice Artist,Anidiction OG,Work From Home,Immediately,2 Months,"₹ 4,000 /month"
Fashion Design,"Stealth Mode Startup (San Francisco, United States)",Work From Home,Immediately,2 Months,"₹ 5,000 lump sum +  Incentives"
Content Writing,Shimla Kufri Taxi Services,Work From Home,Immediately,2 Months,"₹ 3,000 /month"
Performance Marketing,Shimla To Kufri Taxi Service,Work From Home,Immediately,2 Months,"₹ 3,000 /month"
Video Making/Editing,Gururo,Work From Home,Immediately,2 Months,"₹ 5,000-10,000 /month"
Business Development (Sales),KOQO BEAUTY,Work From Home,Immediately,2 Months,"₹ 3,000 /month +  Incentives"
Interior Design,Studio Reve,Chennai,Immediately,2 Months,"₹ 5,000 /month"
Human Resources (HR),Acme Services,Mumbai,Immediately,2 Months,"₹ 3,000 /month"
Social Media Marketing,Sanyam Pahwa,Work From Home,Immediately,2 Months,"₹ 6,000 /month"
Digital Marketing,Dailymails.org,Work From Home,Immediately,2 Months,"₹ 3,000 /month +  Incentives"
Video Making/Editing,Digital Ki Dunia,Work From Home,Immediately,2 Months,"₹ 4,000-6,000 /month"
Graphic Design,Corporate Line,Work From Home,Immediately,2 Months,"₹ 4,000-8,000 /month"
Business Development (Sales),Ploc,Noida,Immediately,2 Months,"₹ 10,000 /month +  Incentives"
Business Development (Sales),Vishikha Media,Jaipur,Immediately,2 Months,"₹ 3,000 /month"
Virtual Assistance,Fango Food,Work From Home,Immediately,2 Months,"₹ 2,000-4,000 /month"
Live Doubt Solving,Servon Solution LLP,Work From Home,Immediately,2 Months,"₹ 10,000-15,000 /month"
Graphic Design,Cricket Bleeds,Hyderabad,Immediately,2 Months,"₹ 6,000 /month"
Law/Legal,M.K Documentation Center,Delhi,Immediately,2 Months,"₹ 2,000-6,000 /month"
Social Media Marketing,Tillotoma Foundation,Work From Home,Immediately,2 Months,Unpaid
Social Media Marketing,Tejasvini Sinha,Delhi,Immediately,2 Months,"₹ 2,500 /month"
Video Editing,Pereyan LLP,Work From Home,Immediately,2 Months,"₹ 1,500-5,000 /month"
Academic Research Writing,Aman Jain,Work From Home,Immediately,2 Months,"₹ 3,000 /month +  Incentives"
Content Writing,GoldDust Gardening,Work From Home,Immediately,2 Months,"₹ 5,000 /month"
Finance (Accounting & Taxation) And Human Resources (HR),eigoPaathshala,Pune,Immediately,2 Months,"₹ 2,500-10,000 /month"
Recruitment,Kaushik Cunsultancy,Work From Home,Immediately,2 Months,"₹ 1,000 /month"
Digital Marketing,Roshan Lobo,Work From Home,Immediately,2 Months,"₹ 8,000-10,000 /month"
YouTube/Instagram Video Creation/Edition,Dadofai.com,Work From Home,Immediately,2 Months,"₹ 1,000 /month"
Photography & Social Media Content Creation,Disha R,Chandigarh,Immediately,2 Months,"₹ 8,000 /month"
Business Development (Sales),Blue Harpy,Work From Home,Immediately,2 Months,"₹ 25,000 lump sum +  Incentives"
Textile/Fashion Design/Material Science & Fabrication,Infinos Technologies LLP,Hyderabad,Immediately,2 Months,"₹ 2,000-5,000 /month"
Social Media Management And Creatives Design,Anirudh Upadhyay,Work From Home,Immediately,2 Months,"₹ 3,000 /month"
After Effects Editing,Eyewearlabs,Mumbai,Immediately,2 Months,"₹ 12,000-18,000 /month"
Digital Marketing,Workforce Connect India Private Limited,Gurgaon,Immediately,2 Months,"₹ 2,000 /month"
ERP Development & Digital Marketing,SanSoft InfoTech,Badlapur,Immediately,2 Months,"₹ 2,000-6,000 /month"
Business Development (Sales),Skillvoid Technologies LLP,Work From Home,Immediately,2 Months,"₹ 7,000 /month"
Technical Writing,Begawn IT Private Limited,Mohali,Immediately,2 Months,"₹ 10,000 /month"
Merchandising,Neora By Nehal Chopra,Jaipur,Immediately,2 Months,"₹ 5,000-8,000 /month"
Business Development,Bana,Bangalore,Immediately,2 Months,"₹ 15,000-25,000 /month"
Marketing,Chobaara,Work From Home,Immediately,2 Months,"₹ 1,000 /month +  Incentives"
Technical Content Writing,NattLabs,Bangalore,Immediately,2 Months,"₹ 10,000-30,000 /month"
Social Media Marketing,Advertize Hub,Jaipur,Immediately,2 Months,"₹ 6,000 /month"
Social Media Marketing,SXERIFF,Bangalore,Immediately,2 Months,"₹ 4,000-6,000 /month"
Graphic Design,Techvortexx,Bangalore,Immediately,2 Months,"₹ 10,000 /month"
Architecture,Studio Aangan,Indore,Immediately,2 Months,"₹ 6,000 /month"
Remote Sales,Vignesh Iyer,Work From Home,Immediately,2 Months,"₹ 3,000 /month"
Data Entry,Kumar Properties,Pune,Immediately,2 Months,"₹ 8,500 /month"
Android App Development,Adminneeds,Mumbai,Immediately,2 Months,"₹ 7,000 /month"
Android App Development,Carrier Solution,Agra,Immediately,2 Months,"₹ 6,000 /month"
Content Writing,Googli Books,Work From Home,Immediately,2 Months,₹ 400 /week
Sales,Compliance Clexservices Private Limited,Work From Home,Immediately,2 Months,"₹ 5,000-8,000 /month"
Video Editing & Motion Graphics,Team 121 Creators,Work From Home,Immediately,2 Months,"₹ 10,000-15,000 /month"
Next JS Development,Vyasn IT Consultancy,Work From Home,Immediately,2 Months,"₹ 2,000 /month +  Incentives"
Agriculture & Food Engineering,Fuelling Rockets Consulting Private Limited,Ahmednagar,Immediately,2 Months,"₹ 7,500 /month"
Architecture,Kikali Designs,Udaipur,Immediately,2 Months,"₹ 8,000 /month"
Search Engine Optimization (SEO),Salute Hockey Academy,Work From Home,Immediately,2 Months,Unpaid
Journalism,Shadow Cabinet India,Delhi,Immediately,2 Months,"₹ 20,000 /month"
Digital Marketing,Simply Shopy,Chennai,Immediately,2 Months,"₹ 15,000 /month"
Business Development (Sales),Findmymua,Work From Home,Immediately,2 Months,"₹ 2,000-5,000 /month"
Volunteering,Waves Women Empowerment,Delhi,Immediately,2 Months,Unpaid
Research & Development,Salahuddin Ayyubi Foundation,Ajmer,Immediately,2 Months,Unpaid
Campus Ambassador,Writers Medium,Work From Home,Immediately,2 Months,Performance Based
Content Writing,The Great Facts,Work From Home,Immediately,2 Months,"₹ 2,000 /month"
Logistics And Operations,First Contact,Work From Home,Immediately,2 Months,Unpaid
Online Tamil CBSE English Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,2 Months,"₹ 1,500-8,000 /month"
Social Media Creative Design,Pereyan LLP,Bangalore,Immediately,2 Months,"₹ 8,000-18,000 /month"
Management,Pereyan LLP,Bangalore,Immediately,2 Months,"₹ 8,000-18,000 /month"
Content Writing,Gamahouse Publishing,Work From Home,Immediately,2 Months,"₹ 5,200 /month"
Online Telugu CBSE Chemistry Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,2 Months,"₹ 1,500-8,000 /month"
Online Malayalam CBSE Science Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,2 Months,"₹ 1,500-8,000 /month"
Online Tamil Hindi Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,2 Months,"₹ 1,500-8,000 /month"
Online Malayalam CBSE Hindi Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,2 Months,"₹ 1,500-8,000 /month"
Online Malayalam CBSE Mathematics Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,2 Months,"₹ 1,500-8,000 /month"
Online Tamil Known Math Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
Online Malayalam CBSE Physics Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
Online Tamil CBSE Physics Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
Online Tamil CBSE Biology Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
Online Malayalam CBSE Biology Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
Online Malayalam CBSE English Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
Online Telugu CBSE English Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
Online Telugu CBSE Biology Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
